,Prediction
8075,-7.149949970376998
8076,-9.615919689612737
8077,-5.669414530667206
8078,-5.2680661961479425
8079,-5.0582802610047475
8080,-5.822102534310065
8081,-4.960345674408097
8082,-5.602585664964453
8083,-7.058151302022776
8084,-5.644901948668447
8085,-6.091986663857391
8086,-6.155316717644303
8087,-4.76900044128004
8088,-6.523649164070296
8089,-7.20907832252966
8090,-6.453597299076059
8091,-5.741646810745599
8092,-5.141751191986324
8093,-5.468541219180485
8094,-6.364317177253867
8095,-5.206396719150312
8096,-7.021107954806943
8097,-5.564516679876331
8098,-5.745081662796808
8099,-6.32123783375872
8100,-5.611647264826699
8101,-6.660311118838468
8102,-6.093216589364995
8103,-6.5983984881736495
8104,-6.949570254018306
8105,-8.83504288808836
8106,-7.529923417396722
8107,-6.022729623276646
8108,-6.268523755959714
8109,-6.250110908681448
8110,-7.890662660437183
8111,-5.724959783320051
8112,-4.976875961621906
8113,-5.596868662438085
8114,-7.9902893549247525
8115,-6.511441627274749
8116,-4.917801202191663
8117,-5.020164130228015
8118,-4.927199074401667
8119,-5.875038678738781
8120,-5.473397228056476
8121,-6.459424730467085
8122,-5.201087936183467
8123,-6.23303000300311
8124,-6.7769020707517935
8125,-5.156199480145607
8126,-4.888081862687282
8127,-5.911936072393474
8128,-5.15169345085537
8129,-6.539432671402616
8130,-5.43608055118953
8131,-5.393322232824661
8132,-6.369204103896734
8133,-5.7022202332385366
8134,-5.3787146703264614
8135,-6.500309167330459
8136,-4.324284159125904
8137,-4.207907883457148
8138,-4.65112695345751
8139,-4.733687323124954
8140,-4.737542321047907
8141,-6.0629580285370634
8142,-7.228624744900738
8143,-9.365157676950199
8144,-7.370442340542398
8145,-3.9316609752676137
8146,-6.026800919331481
8147,-6.562086458117996
8148,-8.414767585953893
8149,-5.415671834788245
8150,-4.915756398263728
8151,-5.3607671428528585
8152,-5.1300402353651675
8153,-5.4130325197924964
8154,-5.51018810438763
8155,-5.053985027196942
8156,-8.448618152033545
8157,-6.998205596121551
8158,-5.6911619643105755
8159,-5.755962608824772
8160,-8.24910802878171
8161,-5.177392370391051
8162,-5.293996459633389
8163,-5.499254063815275
8164,-5.379805268027755
8165,-6.063567261120357
8166,-5.24675250427566
8167,-5.753106670222538
8168,-5.372581864896729
8169,-5.0279341673831395
8170,-5.86214109445514
8171,-7.317929276420123
8172,-7.1211152636270825
8173,-4.950927539949371
8174,-4.251394810169354
8175,-5.250332565381596
8176,-5.000891515965465
8177,-6.189308323202093
8178,-5.608087709667076
8179,-7.119806976645707
8180,-4.911811214677183
8181,-6.148697495244948
8182,-5.56288156690777
8183,-5.996654335019732
8184,-5.161169782413958
8185,-5.817446540031057
8186,-5.046745098265552
8187,-7.529590385644911
8188,-7.881468996704084
8189,-4.914007724467352
8190,-5.789970072592058
8191,-4.683106421449698
8192,-6.394086952747454
8193,-6.5843571746079546
8194,-7.719219016592966
8195,-6.295065509132823
8196,-5.339916384367809
8197,-5.818296180740748
8198,-5.545845849939849
8199,-5.969122377861633
8200,-7.370532207147354
8201,-6.756054329066553
8202,-7.309824700416915
8203,-5.464957561180429
8204,-6.283621991722338
8205,-7.372398719373563
8206,-4.78075961926389
8207,-6.437698560714658
8208,-6.260674102152715
8209,-7.663837024226868
8210,-7.704106800939249
8211,-6.200509277786614
8212,-5.010370527289068
8213,-6.427203437442915
8214,-5.737249365358366
8215,-5.0069090747172735
8216,-5.950292142879498
8217,-5.3429325182224
8218,-5.020964679510215
8219,-7.439961131373645
8220,-5.501517016589137
8221,-5.929977613339164
8222,-5.000642847551699
8223,-4.925470585065324
8224,-5.370962906649357
8225,-5.182232393495744
8226,-6.783575429602295
8227,-6.197899124243756
8228,-6.444163583396136
8229,-6.171570746763594
8230,-4.074518900081901
8231,-8.058668271219803
8232,-6.9503681182122685
8233,-9.519852968499034
8234,-5.764254537209777
8235,-5.831132832795411
8236,-5.91006141690928
8237,-6.029270826834209
8238,-8.57666113291371
8239,-7.910407401716175
8240,-5.4737939106328675
8241,-5.53228095936422
8242,-8.64521833439498
8243,-6.547727533123297
8244,-6.0208427064461745
8245,-5.151411801069579
8246,-6.072808867861942
8247,-5.276527464978466
8248,-7.335899384326783
8249,-6.399383858919709
8250,-4.847184039998149
8251,-7.011854577098706
8252,-6.618950912981655
8253,-5.1036355145508985
8254,-5.787587582788781
8255,-6.19534574082021
8256,-4.565970850121128
8257,-6.928653756797294
8258,-4.6257065278736
8259,-5.964667327234283
8260,-4.5367260398710965
8261,-5.016265140263828
8262,-4.928423283774607
8263,-5.525871679208917
8264,-5.2351768426806595
8265,-6.668770016416311
8266,-4.696960161482436
8267,-6.633601021579574
8268,-4.793811422248352
8269,-5.189459290890383
8270,-9.12771924072209
8271,-6.932920233093933
8272,-5.989624614590444
8273,-8.276746652435815
8274,-4.79012728120279
8275,-6.042428671235196
8276,-5.4314457380485885
8277,-5.278238509029935
8278,-6.859765828674372
8279,-6.462594668624515
8280,-4.882136339563003
8281,-4.651566196971453
8282,-4.936862347643727
8283,-5.654536661724559
8284,-4.597298147338319
8285,-5.798446379340077
8286,-6.604802929070111
8287,-5.33327635678998
8288,-5.423086788873593
8289,-7.168792751308598
8290,-9.851855490292719
8291,-6.640597243461398
8292,-6.44761119872201
8293,-5.651591516767073
8294,-4.836502659480912
8295,-5.47840413509677
8296,-5.6916378765463165
8297,-4.812523930102937
8298,-5.430494072603567
8299,-5.299684809102557
8300,-6.194780469396056
8301,-7.261950295285626
8302,-8.020807843872664
8303,-5.677706350606609
8304,-6.976851510917113
8305,-5.193567644605237
8306,-5.255895559080502
8307,-7.91970271761464
8308,-6.799766474007918
8309,-6.9402138597792895
8310,-5.947938563114038
8311,-4.845972014747166
8312,-5.449045774676339
8313,-6.069127369693356
8314,-4.577241988996561
8315,-4.924845465015657
8316,-5.810929239665724
8317,-4.596777935053086
8318,-6.403506605897181
8319,-6.8145769168560335
8320,-5.483800773250255
8321,-4.670311890842675
8322,-5.102462211002773
8323,-5.465846149731717
8324,-8.183296526814049
8325,-5.288952537861833
8326,-5.392781031914177
8327,-6.0191973354826
8328,-5.811411997975287
8329,-4.361854375939766
8330,-6.574277708874656
8331,-5.569970566276031
8332,-8.006396125162853
8333,-6.392997895622477
8334,-5.555167674288549
8335,-6.12303508751593
8336,-4.0791706312998794
8337,-5.225572022875604
8338,-5.337840468359412
8339,-6.244332190567656
8340,-5.111330564874488
8341,-5.018868667824182
8342,-4.98960426656657
8343,-4.917305599638798
8344,-6.504907035881092
8345,-6.7187592411986925
8346,-5.726938267892904
8347,-5.786515158629097
8348,-5.094343549450405
8349,-4.337250224002085
8350,-5.048564840536147
8351,-5.843630072165696
8352,-6.818897467847134
8353,-4.944717248925822
8354,-6.603383640565645
8355,-6.366468894053668
8356,-5.284541252260596
8357,-5.765410309190181
8358,-4.090303297930331
8359,-7.586048882501383
8360,-6.607179595142192
8361,-6.872854729212548
8362,-5.575373555681254
8363,-4.3204004140530925
8364,-7.772059800322618
8365,-6.40112201848972
8366,-5.3019298542478355
8367,-4.866470574084553
8368,-4.575545471923149
8369,-5.113787109566778
8370,-4.897071652692209
8371,-5.154857748140237
8372,-6.6541671639138285
8373,-5.5826223685072
8374,-6.55989597037058
8375,-4.846307567688962
8376,-5.348212859912722
8377,-5.297408785825093
8378,-7.5267616518599985
8379,-5.336490888678355
8380,-4.983286069377179
8381,-4.393047964058123
8382,-5.034205511371279
8383,-5.268099424639317
8384,-4.946689151957268
8385,-6.803053568741931
8386,-6.525222208790081
8387,-6.950105205723823
8388,-8.37059971917729
8389,-4.991331730480874
8390,-5.872480243818859
8391,-5.372228295937273
8392,-5.786999141583615
8393,-7.823514533587368
8394,-4.586974201514871
8395,-6.354805649530562
8396,-6.405047054889321
8397,-4.7636270626902
8398,-7.421529162774261
8399,-8.137157849366028
8400,-5.006553564116789
8401,-5.411351931075278
8402,-5.928056372267668
8403,-7.705176315033123
8404,-4.995974288149488
8405,-4.996029990258066
8406,-5.072638397988815
8407,-5.208101982323809
8408,-5.174304688585536
8409,-5.083524529989115
8410,-5.409861758749881
8411,-3.9892942372604248
8412,-7.6653404213490015
8413,-8.775559188115098
8414,-5.625802257397703
8415,-5.147565037773718
8416,-6.09201982840862
8417,-6.4113932956604325
8418,-7.230448876752685
8419,-6.770022392522599
8420,-5.714674510805802
8421,-5.520844507588724
8422,-5.609095166524902
8423,-5.515160112294244
8424,-5.01259775911549
8425,-9.455669323368426
8426,-5.220628751482158
8427,-4.9251346601781725
8428,-7.141769189545426
8429,-6.006613431256448
8430,-8.290434491887448
8431,-6.112517557193413
8432,-4.188542136646783
8433,-5.537628314626746
8434,-5.4109670670072925
8435,-5.510991315949107
8436,-5.407210684254636
8437,-4.508795335442125
8438,-5.38826496959117
8439,-5.139670061154272
8440,-4.946748178379833
8441,-5.12938429036687
8442,-8.286169697027967
8443,-4.643995612326615
8444,-5.280412726782126
8445,-5.437403632656476
8446,-5.293354880256068
8447,-7.878570184573003
8448,-5.647660306454968
8449,-6.066707865518475
8450,-4.729416312146631
8451,-5.3909323961599735
8452,-5.2137660156970105
8453,-5.607151826484281
8454,-5.787265854635642
8455,-5.416339586940238
8456,-4.715595134173532
8457,-5.3389103598644
8458,-5.511525121547406
8459,-5.001720040225308
8460,-5.27021509833947
8461,-5.922984484398893
8462,-5.502585780905337
8463,-5.307789469566961
8464,-4.6810007950614665
8465,-5.6565141661192495
8466,-5.5762889863370555
8467,-7.446347635733619
8468,-4.651246017396048
8469,-7.632925924386865
8470,-5.558581722767662
8471,-4.932041318603299
8472,-5.126339893923424
8473,-5.93748673389773
8474,-5.3154897867475
8475,-4.692930252145795
8476,-7.097082976005198
8477,-5.777539181033458
8478,-5.789923734466538
8479,-6.151905249815576
8480,-6.227783115316096
8481,-6.861737124859521
8482,-6.771329126747919
8483,-7.378568073101098
8484,-6.6621298006839
8485,-5.618731679379571
8486,-5.9407938825767586
8487,-6.126024295880641
8488,-4.8241788969226365
8489,-5.983050608541954
8490,-5.983460457434031
8491,-5.008559634953153
8492,-6.996324981653745
8493,-9.380053250145878
8494,-4.858054488183229
8495,-6.142725275882856
8496,-4.978866988359194
8497,-4.980964283688283
8498,-5.987893397265012
8499,-6.992088827443439
8500,-5.427781512291758
8501,-7.184194800960889
8502,-7.018946327367136
8503,-6.064232585697308
8504,-5.654428573969801
8505,-7.272049129459811
8506,-4.751318548234031
8507,-7.5414300326216
8508,-4.424919842970809
8509,-6.383351897256592
8510,-11.080042850439005
8511,-7.596600393578453
8512,-5.6544458475217905
8513,-5.575488440148477
8514,-5.003432824580676
8515,-4.2240639001335945
8516,-5.906840945078808
8517,-5.088703744853154
8518,-5.93173865295258
8519,-5.068564753353613
8520,-4.604405364230567
8521,-5.561127862097549
8522,-6.150754733441351
8523,-5.022352550098622
8524,-4.499143781221855
8525,-7.129435465012382
8526,-5.394430961667707
8527,-5.2910924910408355
8528,-5.907812799041409
8529,-4.837602913771805
8530,-5.7046287863528695
8531,-5.842475821980565
8532,-5.152979041454361
8533,-4.9460858987520036
8534,-4.9137096774148254
8535,-4.974683299466162
8536,-5.064699599692362
8537,-4.699467118464441
8538,-5.73615234324868
8539,-5.169143943715226
8540,-5.53545220256959
8541,-4.943319459115525
8542,-5.878943338486575
8543,-4.537006158478419
8544,-5.05590310612051
8545,-5.584681954432693
8546,-5.405482148885103
8547,-5.694116382012393
8548,-5.102541725817428
8549,-5.0248247595570685
8550,-5.656778239911467
8551,-5.211342679378445
8552,-5.609920241179453
8553,-5.699161062031354
8554,-5.09659213151301
8555,-5.4759608903448695
8556,-5.125169246066283
8557,-6.777707717384141
8558,-5.019444832695781
8559,-5.484020527570349
8560,-5.132333008739815
8561,-5.736500661477416
8562,-5.80919144875018
8563,-5.427301983863548
8564,-5.855070450605363
8565,-5.755152877911676
8566,-5.365703103641964
8567,-4.641843799433744
8568,-7.844053601974298
8569,-4.435890222800514
8570,-5.725254603285391
8571,-5.116681848950435
8572,-5.263870998778401
8573,-4.581104188191835
8574,-6.150961541930917
8575,-4.181929990140882
8576,-5.408646987753666
8577,-5.718450204788479
8578,-4.6896307277971525
8579,-4.782394090161445
8580,-6.130383400799002
8581,-5.396984400598771
8582,-4.813724941416454
8583,-5.687685985650663
8584,-4.559560430959688
8585,-4.864221696790142
8586,-5.299297562391635
8587,-4.872362272229644
8588,-4.966353590855991
8589,-6.8596356796659155
8590,-5.087650912196678
8591,-5.077767566487151
8592,-5.403350254448588
8593,-5.284933278692696
8594,-6.15975475564737
8595,-5.503233858629186
8596,-5.67751662302297
8597,-6.665872943393986
8598,-5.495821664753923
8599,-5.448538765032953
8600,-5.408891897312239
8601,-4.844638029422662
8602,-4.922197054650189
8603,-5.962200322172803
8604,-5.0294019481637315
8605,-5.226221773004275
8606,-4.718318533591832
8607,-5.235482286273606
8608,-5.6980596774828935
8609,-4.559168696641247
8610,-5.152827600241717
8611,-5.106752809911756
8612,-7.539224049128679
8613,-5.421332940135749
8614,-5.481583394728476
8615,-5.200773373517184
8616,-5.547451624091349
8617,-7.061510554646565
8618,-4.4197921039221555
8619,-7.341149245295513
8620,-5.612745032361455
8621,-5.441510116457106
8622,-5.32204247132275
8623,-5.60182279722952
8624,-6.594341934408953
8625,-4.876320529585587
8626,-5.514064906187161
8627,-4.785730467585562
8628,-5.519515438016473
8629,-5.399656374699449
8630,-5.300930258987975
8631,-4.7618375182709665
8632,-6.839101308248461
8633,-4.760347941728581
8634,-4.99084276154468
8635,-4.494792525558233
8636,-4.574511600084801
8637,-9.311030755032343
8638,-8.787458815823715
8639,-5.093645074988802
8640,-5.43752584130807
8641,-7.444638813911219
8642,-6.409368133899683
8643,-4.797895750302065
8644,-4.821314470542512
8645,-7.315876076104425
8646,-5.891475624634904
8647,-5.890391880309103
8648,-5.772462477442146
8649,-5.547602612185849
8650,-4.80967256450545
8651,-4.210183977866847
8652,-5.831566998598283
8653,-5.909516048084347
8654,-4.4271335735566915
8655,-5.360780628391189
8656,-5.207146004101868
8657,-4.404445342403845
8658,-5.6447326766453
8659,-4.334465187734894
8660,-6.595920779499889
8661,-5.901629989815804
8662,-5.308545460949343
8663,-5.801417056287297
8664,-5.060035221942644
8665,-5.88610235774312
8666,-5.425109368352094
8667,-5.227300567138531
8668,-5.429559997122677
8669,-6.065804265551698
8670,-5.955029313423555
8671,-5.5617867739700815
8672,-5.325005496413031
8673,-5.677349768011568
8674,-7.264855572743518
8675,-5.778139918357597
8676,-5.038825214596091
8677,-5.622400045195725
8678,-5.192498653565478
8679,-4.124633345367826
8680,-8.758081382968234
8681,-7.972996017410393
8682,-5.168044954624675
8683,-5.14097307354184
8684,-4.410166029653067
8685,-5.206838469301425
8686,-7.315926641667456
8687,-7.22498090267818
8688,-5.863143543465497
8689,-5.510232347998529
8690,-5.145353078200441
8691,-5.754786437206729
8692,-5.293965070849326
8693,-6.166325907634599
8694,-5.414580178264264
8695,-5.530133013545114
8696,-6.667003412734887
8697,-5.883954180276098
8698,-6.361251112877695
8699,-6.429804266001816
8700,-4.198201453227727
8701,-4.583792679429137
8702,-8.253865498603663
8703,-5.584129412657191
8704,-5.562201371839928
8705,-4.640977775560523
8706,-6.660264516386636
8707,-5.300115727693616
8708,-4.996121925428574
8709,-5.1649285853046205
8710,-5.1286989236165486
8711,-5.417579059422765
8712,-5.257803863703353
8713,-5.646428150599894
8714,-5.261507841522583
8715,-5.308068539917168
8716,-6.9444739446877835
8717,-6.501820213826042
8718,-5.839597347777971
8719,-5.545439515701274
8720,-7.071382394704157
8721,-6.869840300418944
8722,-5.001700103296433
8723,-6.046702036920029
8724,-6.474179685482819
8725,-5.367917823573799
8726,-6.9560934682495565
8727,-5.244379607298558
8728,-7.33370249717633
8729,-5.999761005051533
8730,-5.534098063931035
8731,-5.322140832586746
8732,-5.699247615679048
8733,-8.453415528535546
8734,-6.079798457482108
8735,-5.653375684532838
8736,-5.427003033277512
8737,-5.848449136396043
8738,-6.827778013822609
8739,-5.796845117371167
8740,-6.252650062122467
8741,-5.901473531414502
8742,-6.242072218107442
8743,-6.197937873521668
8744,-7.199982435989673
8745,-5.606851659219909
8746,-4.71484185993096
8747,-5.909995962820978
8748,-4.416344123208681
8749,-4.902110903745275
8750,-6.216442807131806
8751,-6.811648588459081
8752,-5.151337160337626
8753,-5.394198909345887
8754,-6.984485958193981
8755,-5.925851616585857
8756,-5.156921781661288
8757,-5.084665560188673
8758,-5.36997856909005
8759,-4.966100184314015
8760,-4.545214232672583
8761,-4.78527498851439
8762,-4.229301091811696
8763,-5.886502143550993
8764,-8.62272313178196
8765,-5.885270653758055
8766,-4.791721350897561
8767,-5.277200499636909
8768,-4.898758538604691
8769,-5.499439307100501
8770,-7.952982485902955
8771,-5.817471971824216
8772,-5.840695473049369
8773,-7.119496891847096
8774,-6.465355677819062
8775,-5.278893817062392
8776,-7.370900490578292
8777,-5.573953579514973
8778,-5.344196802250191
8779,-5.063707669599682
8780,-5.431817771107606
8781,-4.718478867311685
8782,-6.525554069291066
8783,-6.401305350474691
8784,-6.313127239358013
8785,-6.036884746601682
8786,-6.502795350713893
8787,-5.566360591360272
8788,-5.064293400203154
8789,-4.9679115425791425
8790,-5.950259045532853
8791,-5.2686403147948635
8792,-5.607714997994024
8793,-5.030746449270218
8794,-5.3182539534483615
8795,-7.475347700042002
8796,-6.693840808113393
8797,-6.358638789107444
8798,-9.039253833592346
8799,-6.4581788031903065
8800,-6.753325241160156
8801,-5.689022263554092
8802,-5.507335025252688
8803,-5.4045158626886245
8804,-7.923598689702058
8805,-7.183465375475356
8806,-8.349494410224795
8807,-6.887446272480517
8808,-5.422688299681807
8809,-4.887880323399678
8810,-5.55287584119602
8811,-5.390635086051708
8812,-4.45901919911612
8813,-4.548820171354093
8814,-4.762822452446525
8815,-6.286272779189238
8816,-4.415502747560665
8817,-5.248218807340182
8818,-7.635698143534974
8819,-8.361145164444997
8820,-9.908762305233227
8821,-4.656060511985125
8822,-5.0857712495212475
8823,-5.059847541033344
8824,-7.069956056164159
8825,-4.928810747087893
8826,-5.893248799079407
8827,-4.921414201983744
8828,-6.234618798275725
8829,-6.603420461111107
8830,-5.614582075225978
8831,-6.236708125349258
8832,-5.283730818786448
8833,-7.33437512523123
8834,-6.644199102581069
8835,-6.471875051421018
8836,-4.221446239691548
8837,-7.18674490503419
8838,-5.961633186632462
8839,-6.3413378516574435
8840,-5.927154928762892
8841,-6.516565801361218
8842,-6.6175421057105765
8843,-4.904311532832481
8844,-4.777229675106237
8845,-4.758792761809708
8846,-4.988267982944426
8847,-4.621399046453638
8848,-4.616948197654155
8849,-5.925300850646536
8850,-6.23263654079681
8851,-6.924285422360849
8852,-6.415441865463014
8853,-6.869139964247807
8854,-6.594653985526023
8855,-6.996050100712552
8856,-5.23730429100325
8857,-4.870165346645499
8858,-6.178389644498198
8859,-5.329481525520912
8860,-7.2999591559299235
8861,-5.887420435045877
8862,-6.329558476156513
8863,-4.574092286324757
8864,-6.193867580308246
8865,-5.391411475702923
8866,-5.005827477251025
8867,-6.502333862007962
8868,-6.907413697634925
8869,-5.252286216364914
8870,-8.163939554488852
8871,-5.500590306566571
8872,-6.92032687517459
8873,-9.783951301323805
8874,-4.286200372827686
8875,-5.786816631957781
8876,-5.49491685221046
8877,-5.238392868119274
8878,-5.100963494482944
8879,-6.612749001416557
8880,-5.6155190845982705
8881,-5.6797843816708244
8882,-6.18448696918366
8883,-4.984998527728046
8884,-4.893314049921288
8885,-7.456353327688506
8886,-5.293923548232713
8887,-4.670576279953451
8888,-7.61226791059642
8889,-5.2690278950915586
8890,-5.314355470520969
8891,-5.948907912014868
8892,-6.329014937786453
8893,-4.7321725034478375
8894,-6.128756282293353
8895,-7.122299237515815
8896,-6.2626782091508515
8897,-5.973964697595754
8898,-6.056451724105075
8899,-5.624227505162855
8900,-5.340651876794881
8901,-5.650454021397348
8902,-5.5726521973392735
8903,-4.580770353606224
8904,-4.787323621922613
8905,-8.73887407304475
8906,-5.438833289989636
8907,-5.620177581746306
8908,-4.92532765240707
8909,-5.221240495558035
8910,-4.630068837198729
8911,-5.258378675299335
8912,-4.872626193860908
8913,-5.54225880019235
8914,-5.199499376348218
8915,-6.912322114220048
8916,-5.6095203352352865
8917,-8.629836786557027
8918,-5.883321048841076
8919,-6.226226869187303
8920,-5.4789587512901115
8921,-5.776284599643011
8922,-6.40527455893596
8923,-5.237040247424021
8924,-6.269403254656412
8925,-5.548173428401947
8926,-6.227373854624079
8927,-5.16249610745504
8928,-5.817096511133406
8929,-5.312187639793119
8930,-5.113600695777467
8931,-4.965017091177857
8932,-5.818849964529418
8933,-5.556425514913483
8934,-6.12239028045641
8935,-6.443086746354611
8936,-5.894349083364568
8937,-5.753771462971352
8938,-5.843787632844806
8939,-7.838365297027478
8940,-4.7172872980233755
8941,-8.198762365821642
8942,-6.166132939875554
8943,-5.238782687699686
8944,-5.317427453955184
8945,-7.555321014200691
8946,-6.512556327230238
8947,-9.068946048740235
8948,-5.4998391363324375
8949,-5.427666752116351
8950,-12.290255395621617
8951,-8.026189680852397
8952,-7.758869301554597
8953,-6.411176301028315
8954,-7.834713604813072
8955,-8.06190181197203
8956,-6.663248729126605
8957,-6.303611163041493
8958,-5.127818908348231
8959,-5.422462693567074
8960,-6.011629871608925
8961,-4.948765636889094
8962,-5.66349825343174
8963,-5.309189455469013
8964,-4.158314316644398
8965,-4.352645334394084
8966,-4.6023508901021195
8967,-7.29575055333073
8968,-5.054594598258211
8969,-5.2357991468421
8970,-5.2823458856135925
8971,-5.26384073673414
8972,-8.600214160975577
8973,-8.143859652779474
8974,-6.423906394876388
8975,-5.862238144697657
8976,-6.701168429751208
8977,-6.664269252388401
8978,-5.352359164067911
8979,-5.34992455957782
8980,-5.175757407917616
8981,-4.586114171974406
8982,-4.8045501372266575
8983,-5.761304402983439
8984,-5.39686921778357
8985,-5.445271415054591
8986,-5.18629038097793
8987,-5.488777438693782
8988,-7.220300823723541
8989,-5.901588684355397
8990,-5.987557172737898
8991,-6.1234687262319785
8992,-6.648696696988481
8993,-6.4779411867396
8994,-6.180189872983424
8995,-6.715669211177609
8996,-5.537873146857727
8997,-6.781769480678602
8998,-6.335067303819932
8999,-5.5070993307195835
9000,-5.254870523190225
9001,-5.821555373168309
9002,-4.817684455687913
9003,-5.352706505233631
9004,-7.450897502773852
9005,-10.939009720736665
9006,-8.380055802520031
9007,-8.227176184953086
9008,-5.967901278665578
9009,-5.046770177894161
9010,-5.415464614908651
9011,-4.925005334824673
9012,-5.812013223329035
9013,-5.4977604032502025
9014,-4.967962806191413
9015,-5.449661968554776
9016,-5.005414635696554
9017,-4.85693514393404
9018,-5.779208407589789
9019,-5.579726947543861
9020,-6.611759223282792
9021,-7.472649084846127
9022,-7.360743142375127
9023,-7.511746254501232
9024,-6.562381195150008
9025,-5.415708895119077
9026,-6.252509050453998
9027,-8.529899255070928
9028,-6.21971396515469
9029,-8.04465924113093
9030,-7.034303817253152
9031,-6.414055990085748
9032,-5.944998663129345
9033,-6.117209593222643
9034,-6.157809330537378
9035,-2.3700868469740315
9036,-5.014007299886953
9037,-5.540715103189422
9038,-5.486251330101589
9039,-5.15186642883115
9040,-5.749338511585639
9041,-5.314701350509765
9042,-5.545630348801403
9043,-8.05767679939871
9044,-6.934730061645348
9045,-6.30443304440476
9046,-2.8355675836482153
9047,-6.262896960376311
9048,-5.062220408951931
9049,-7.263418186776951
9050,-9.28671867195642
9051,-5.070992247295659
9052,-5.855972841294389
9053,-5.285047618316422
9054,-5.424903647836521
9055,-5.851629620047719
9056,-5.183012167302585
9057,-5.636155817254526
9058,-5.946377335351925
9059,-6.359043956951895
9060,-7.739374625419634
9061,-8.238537558819836
9062,-6.082780575396203
9063,-6.815870812262709
9064,-6.163672317154423
9065,-5.4556808907352945
9066,-5.065403328436022
9067,-4.558363882257661
9068,-8.879207010942041
9069,-5.488038865802242
9070,-5.222077468669977
9071,-5.0817036676451055
9072,-5.254546213586406
9073,-5.721644642128846
9074,-5.74862270690688
9075,-5.51957341369044
9076,-5.113210975875872
9077,-5.327886002990794
9078,-7.172289700286379
9079,-5.053076203717851
9080,-5.050551505901816
9081,-6.0508001485596745
9082,-5.302004181591326
9083,-5.147859955820872
9084,-5.389019429656266
9085,-6.936458251397078
9086,-5.224163408257921
9087,-4.703711208349081
9088,-5.369919414907744
9089,-7.082779650654071
9090,-5.983509042836943
9091,-6.9194449501562225
9092,-5.350615135526877
9093,-4.7099626399691665
9094,-5.31940125743624
9095,-5.870378099474284
9096,-5.24010719947839
9097,-5.136665138226788
9098,-8.550890544849901
9099,-5.182532852006333
9100,-4.886360002639524
9101,-5.113017051048751
9102,-5.504920938939368
9103,-7.224580046332633
9104,-6.289517649855704
9105,-7.992945116180702
9106,-5.112110847763452
9107,-5.201529513051135
9108,-5.571411895771957
9109,-5.836215402518528
9110,-5.647527309107263
9111,-4.265413281796247
9112,-5.56604262085213
9113,-4.96308813080218
9114,-5.6544429147344495
9115,-6.448138526951709
9116,-5.755194003867021
9117,-5.5413980147079025
9118,-5.3119877199524
9119,-5.839617889135122
9120,-5.87124858805352
9121,-5.31140359769189
9122,-5.4019944545360925
9123,-4.87639239325319
9124,-4.618071303665298
9125,-4.637613771635218
9126,-7.149470363727982
9127,-4.775677461340275
9128,-6.811505145080401
9129,-5.304739267367159
9130,-5.3784196741613695
9131,-5.246032436548874
9132,-7.129646889046219
9133,-5.16843647929188
9134,-5.436973949661451
9135,-4.67316362370894
9136,-4.748888219788866
9137,-6.171789528175713
9138,-7.210100346764248
9139,-5.2338521056777525
9140,-5.231034530798952
9141,-5.383284638073438
9142,-6.67053789911501
9143,-11.090038207814425
9144,-6.360212803400943
9145,-4.7797163947022225
9146,-5.946021324521038
9147,-6.137405312371876
9148,-5.092433663641677
9149,-5.844989678736202
9150,-5.586577141056635
9151,-6.5733535183286715
9152,-5.186887301249796
9153,-5.322697327585934
9154,-5.700996132434222
9155,-5.52824357478339
9156,-6.644581763805054
9157,-5.24487484019139
9158,-6.537126692516802
9159,-6.114704005499055
9160,-6.236700183797394
9161,-5.182839537915942
9162,-5.636401753502017
9163,-5.537919912628182
9164,-4.646366753223297
9165,-5.593509378165973
9166,-6.133056672330363
9167,-5.774668316155376
9168,-5.46569945256984
9169,-5.703290887171929
9170,-4.5292373460727555
9171,-5.890036407513143
9172,-5.6409461214741
9173,-5.4257863536696425
9174,-5.763222315075675
9175,-5.519621975023203
9176,-5.5490738275446
9177,-6.318369396977786
9178,-5.1948292883641445
9179,-5.579627337562712
9180,-6.191834976078589
9181,-4.595807189153234
9182,-6.58219120429349
9183,-5.682130630735004
9184,-5.251023113950305
9185,-5.34495198367681
9186,-5.368786434429977
9187,-4.815869288724201
9188,-5.27386762027587
9189,-4.931325016398392
9190,-5.375214497577198
9191,-4.885277701946612
9192,-5.078067796144968
9193,-5.471607541808397
9194,-4.611693161811097
9195,-5.36759447780494
9196,-5.3455899924583266
9197,-5.80432678522543
9198,-5.855602945706967
9199,-7.8873904840739995
9200,-6.012603025286862
9201,-5.787503729663196
9202,-6.375959773865455
9203,-7.289653477171168
9204,-5.453737854146629
9205,-5.121027023714368
9206,-6.356382620216838
9207,-6.602944774916604
9208,-5.85148767335825
9209,-5.177558326003677
9210,-5.385102522416509
9211,-6.340335260364942
9212,-6.180424385262958
9213,-5.5470043916729725
9214,-5.934711101345938
9215,-4.534417617301295
9216,-5.446475534802697
9217,-5.778080006808329
9218,-4.916013581654511
9219,-6.529509368801446
9220,-4.851889715907833
9221,-5.425270064159873
9222,-4.739466485510798
9223,-5.49798321952752
9224,-6.682134772101031
9225,-8.144534904409594
9226,-5.297735971070485
9227,-6.693004526353075
9228,-6.491909296991444
9229,-4.969306949885296
9230,-5.698388672225885
9231,-8.857172875492735
